cate_1_name,cate_2_name,cate_3_name,city_name,comment_cnt,location_id,per_pay,score,shop_id,shop_level
美食,小吃,米粉/米线,青岛,2,206,16,3,949,0
超市便利店,超市,,杭州,NaN,1091,10,NaN,950,0
美食,小吃,面点,上海,2,554,4,2,951,0
美食,烘焙糕点,其它烘焙糕点,大连,1,495,11,3,952,0
美食,小吃,面点,上海,3,507,15,4,953,0
美食,小吃,其它小吃,绍兴,1,219,2,4,954,0
超市便利店,超市,,广州,NaN,624,18,NaN,955,0
美食,休闲食品,其它休闲食品,宁波,1,245,17,3,956,0
超市便利店,超市,,成都,NaN,441,16,NaN,957,1
美食,火锅,其它火锅,深圳,2,562,3,0,958,0
美食,休闲食品,零食,杭州,4,521,5,2,959,0
美食,小吃,面点,南京,1,284,1,3,960,0
美食,快餐,西式快餐,北京,14,610,10,3,961,2
美食,休闲食品,零食,嘉兴,3,395,17,3,962,0
美食,快餐,中式快餐,上海,1,1127,16,1,963,0
美食,小吃,其它小吃,南京,5,469,9,2,964,0
美食,休闲食品,生鲜水果,广州,2,173,15,2,965,2
美食,小吃,面点,苏州,2,933,3,3,966,0
美食,小吃,面点,南京,2,680,5,2,967,0
超市便利店,便利店,,杭州,0,749,5,4,968,1
美食,中餐,江浙菜,温州,3,1129,20,1,969,2
超市便利店,便利店,,北京,NaN,1130,6,NaN,970,1
超市便利店,超市,,武汉,0,737,14,4,971,1
美食,快餐,西式快餐,金华,14,1158,14,3,972,2
超市便利店,超市,,合肥,NaN,599,16,NaN,973,0
美食,小吃,熟食,武汉,0,608,1,3,974,0
美食,快餐,西式快餐,广州,5,36,11,2,975,2
超市便利店,便利店,,广州,0,944,4,4,976,0
美食,快餐,中式快餐,广州,3,746,6,1,977,0
超市便利店,便利店,,温州,0,822,3,4,978,1
超市便利店,超市,,苏州,0,431,17,0,979,1
美食,快餐,西式快餐,长沙,4,646,9,3,980,2
美食,中餐,川菜,武汉,2,524,11,2,981,2
美食,快餐,中式快餐,上海,2,420,17,2,982,1
美食,休闲食品,生鲜水果,北京,1,222,5,1,983,0
美食,休闲茶饮,饮品/甜点,天津,8,728,9,4,984,2
超市便利店,便利店,,北京,NaN,77,7,NaN,985,1
超市便利店,超市,,株洲,0,78,6,4,986,0
美食,汤/粥/煲/砂锅/炖菜,粥,上海,1,1032,18,3,987,0
超市便利店,超市,,上海,0,413,19,4,988,1
美食,小吃,面点,杭州,2,1120,15,3,989,0
美食,快餐,西式快餐,苏州,9,400,10,3,990,2
超市便利店,便利店,,荆门,NaN,33,17,NaN,991,0
美食,快餐,中式快餐,武汉,2,510,5,2,992,0
美食,小吃,其它小吃,上海,1,417,9,2,993,0
美食,休闲茶饮,奶茶,嘉兴,1,938,11,3,994,1
超市便利店,超市,,温州,NaN,481,16,NaN,995,0
美食,休闲食品,生鲜水果,北京,3,601,9,2,996,0
美食,小吃,米粉/米线,绍兴,2,219,2,3,997,0
超市便利店,超市,,东莞,0,858,16,1,998,0
美食,快餐,西式快餐,深圳,9,991,7,3,999,2
美食,中餐,川菜,广州,4,552,20,1,1000,2
美食,中餐,江浙菜,合肥,1,838,20,0,1001,0
美食,休闲茶饮,冰激凌,北京,1,113,10,3,1002,0
美食,中餐,其它地方菜,杭州,0,264,18,2,1003,0
美食,休闲食品,其它休闲食品,广州,1,590,3,2,1004,0
美食,小吃,面点,杭州,0,485,1,4,1005,0
超市便利店,超市,,襄阳,0,875,18,4,1006,1
超市便利店,超市,,南京,NaN,644,9,NaN,1007,0
美食,火锅,麻辣烫/串串香,成都,2,637,20,2,1008,0
美食,休闲茶饮,饮品/甜点,杭州,2,850,3,3,1009,1
美食,小吃,其它小吃,北京,1,517,6,4,1010,0
超市便利店,便利店,,广州,0,36,2,4,1011,0
美食,快餐,中式快餐,苏州,1,933,7,3,1012,0
超市便利店,便利店,,北京,0,388,2,3,1013,0
美食,快餐,中式快餐,南京,1,715,11,1,1014,0
美食,休闲食品,生鲜水果,温州,0,442,11,3,1015,0
美食,休闲食品,生鲜水果,宁波,0,786,19,3,1016,0
超市便利店,超市,,邢台,NaN,1077,18,NaN,1017,1
超市便利店,超市,,深圳,0,1109,18,2,1018,1
美食,快餐,中式快餐,舟山,3,169,9,2,1019,2
超市便利店,便利店,,石家庄,0,873,3,3,1020,1
超市便利店,超市,,无锡,NaN,1064,9,NaN,1021,0
超市便利店,便利店,,苏州,0,389,3,0,1022,1
美食,快餐,西式快餐,葫芦岛,4,282,14,3,1023,2
超市便利店,便利店,,青岛,0,458,4,4,1024,1
超市便利店,超市,,常州,NaN,121,20,NaN,1025,1
美食,休闲食品,其它休闲食品,广州,3,156,17,2,1026,0
美食,快餐,中式快餐,武汉,3,945,11,3,1027,0
超市便利店,便利店,,深圳,0,531,2,4,1028,1
美食,小吃,面点,杭州,2,181,9,3,1029,0
美食,烘焙糕点,面包,北京,3,1130,14,4,1030,2
美食,中餐,其它地方菜,青岛,2,769,19,3,1031,0
美食,休闲食品,生鲜水果,杭州,4,1097,14,4,1032,2
美食,快餐,西式快餐,深圳,3,981,13,3,1033,2
美食,快餐,西式快餐,太原,6,619,9,3,1034,2
美食,快餐,西式快餐,南京,12,673,13,3,1035,2
美食,烘焙糕点,面包,武汉,2,213,4,3,1036,0
美食,快餐,西式快餐,深圳,5,596,9,3,1037,2
超市便利店,超市,,宁波,0,798,17,0,1038,0
超市便利店,超市,,福州,0,537,17,4,1039,1
美食,休闲茶饮,饮品/甜点,西安,2,75,7,3,1040,0
超市便利店,超市,,南平,NaN,888,18,NaN,1041,1
超市便利店,超市,,宁波,NaN,230,20,NaN,1042,1
美食,快餐,西式快餐,武汉,6,1081,9,3,1043,2
美食,中餐,川菜,武汉,1,435,10,2,1044,2
超市便利店,超市,,北京,NaN,566,13,NaN,1045,0
超市便利店,便利店,,青岛,NaN,344,5,NaN,1046,0
美食,快餐,中式快餐,深圳,1,194,5,0,1047,0
超市便利店,便利店,,金华,NaN,492,6,NaN,1048,1
美食,快餐,西式快餐,深圳,5,531,7,3,1049,2
美食,休闲食品,生鲜水果,南通,1,127,2,3,1050,0
美食,休闲食品,生鲜水果,上海,2,497,15,3,1051,2
超市便利店,超市,,上海,NaN,675,19,NaN,1052,1
超市便利店,超市,,上海,NaN,339,11,NaN,1053,0
美食,休闲茶饮,奶茶,南京,1,1106,2,4,1054,0
美食,休闲茶饮,奶茶,南京,3,172,4,4,1055,0
美食,休闲茶饮,奶茶,上海,4,709,4,3,1056,2
美食,快餐,中式快餐,杭州,1,592,11,0,1057,0
美食,休闲茶饮,冰激凌,南昌,2,179,1,3,1058,0
美食,休闲食品,生鲜水果,苏州,2,220,15,2,1059,0
美食,烘焙糕点,面包,广州,1,853,2,2,1060,0
美食,快餐,西式快餐,广州,12,541,11,2,1061,2
美食,快餐,西式快餐,天津,6,992,9,4,1062,2
超市便利店,超市,,张家口,NaN,678,19,NaN,1063,1
超市便利店,便利店,,温州,0,158,5,4,1064,1
美食,小吃,面点,武汉,1,435,1,3,1065,0
美食,快餐,西式快餐,北京,6,1101,9,3,1066,2
美食,休闲食品,生鲜水果,福州,1,851,2,1,1067,0
美食,快餐,中式快餐,上海,2,609,13,2,1068,1
超市便利店,超市,,重庆,NaN,579,18,NaN,1069,1
超市便利店,超市,,温州,NaN,1014,14,NaN,1070,0
美食,休闲食品,生鲜水果,宁波,2,764,2,2,1071,0
超市便利店,超市,,无锡,1,352,2,2,1072,1
美食,中餐,其它地方菜,南京,1,73,12,4,1073,0
美食,小吃,其它小吃,上海,2,134,7,3,1074,0
美食,快餐,中式快餐,台州,3,755,11,2,1075,1
美食,休闲食品,其它休闲食品,苏州,1,310,12,3,1076,0
美食,快餐,西式快餐,长沙,2,26,14,3,1077,2
美食,小吃,其它小吃,福州,1,851,2,4,1078,0
美食,快餐,西式快餐,沈阳,7,598,12,4,1079,2
超市便利店,超市,,南京,0,742,16,4,1080,1
超市便利店,便利店,,广州,0,488,3,3,1081,0
美食,其他美食,西餐,深圳,1,332,19,4,1082,0
美食,休闲食品,生鲜水果,成都,3,232,3,3,1083,0
美食,快餐,西式快餐,南通,6,27,14,3,1084,2
美食,快餐,西式快餐,南昌,5,1131,10,3,1085,2
美食,休闲食品,生鲜水果,北京,3,322,12,3,1086,0
美食,中餐,江浙菜,北京,4,1038,20,3,1087,1
美食,烘焙糕点,面包,上海,1,725,10,3,1088,1
美食,休闲茶饮,饮品/甜点,上海,1,809,16,3,1089,2
超市便利店,便利店,,杭州,NaN,383,2,NaN,1090,1
美食,快餐,中式快餐,济南,2,824,4,2,1091,1
美食,快餐,西式快餐,上海,7,315,11,3,1092,2
美食,其他美食,其他餐饮美食,武汉,1,1024,5,0,1093,0
美食,快餐,西式快餐,上海,7,466,13,3,1094,2
超市便利店,便利店,,青岛,0,1015,3,3,1095,0
美食,快餐,中式快餐,上海,1,639,10,3,1096,0
美食,快餐,西式快餐,东营,4,477,14,2,1097,2
美食,快餐,中式快餐,武汉,1,85,1,2,1098,0
美食,中餐,西北菜,广州,2,155,17,2,1099,0
美食,休闲茶饮,饮品/甜点,上海,2,489,18,4,1100,0
美食,快餐,西式快餐,苏州,6,745,13,3,1101,2
美食,快餐,西式快餐,广州,7,1076,10,3,1102,2
美食,休闲食品,零食,温州,1,936,2,3,1103,0
超市便利店,超市,,上海,0,1116,19,3,1104,1
美食,小吃,熟食,杭州,2,250,7,3,1105,0
美食,快餐,中式快餐,成都,0,112,1,2,1106,0
美食,休闲茶饮,奶茶,湖州,1,885,6,3,1107,0
美食,火锅,川味/重庆火锅,南京,6,1126,20,4,1108,2
美食,快餐,西式快餐,北京,8,772,12,3,1109,2
美食,小吃,面点,杭州,3,286,14,3,1110,0
超市便利店,便利店,,上海,0,697,5,3,1111,1
美食,快餐,西式快餐,深圳,7,1028,11,2,1112,2
超市便利店,便利店,,温州,0,722,3,2,1113,1
美食,小吃,面点,上海,1,943,1,4,1114,0
美食,快餐,中式快餐,北京,2,388,12,1,1115,2
超市便利店,便利店,,南京,0,526,2,4,1116,1
美食,快餐,西式快餐,广州,8,11,9,3,1117,2
美食,小吃,其它小吃,杭州,4,1093,15,3,1118,2
美食,小吃,米粉/米线,杭州,1,378,16,3,1119,0
美食,快餐,西式快餐,青岛,4,325,13,3,1120,2
美食,快餐,西式快餐,厦门,11,955,13,2,1121,2
美食,休闲食品,其它休闲食品,珠海,4,719,2,4,1122,0
超市便利店,超市,,武汉,0,683,19,4,1123,1
美食,休闲茶饮,冰激凌,武汉,4,416,10,3,1124,1
美食,快餐,西式快餐,广州,14,47,14,1,1125,2
美食,快餐,西式快餐,淮安,6,963,13,3,1126,2
美食,烘焙糕点,面包,福州,2,611,12,3,1127,2
美食,小吃,其它小吃,武汉,3,290,16,3,1128,2
美食,快餐,西式快餐,南昌,6,591,15,2,1129,2
美食,休闲食品,生鲜水果,温州,1,174,9,3,1130,0
美食,快餐,中式快餐,济南,2,443,2,3,1131,1
超市便利店,超市,,上海,NaN,627,12,NaN,1132,0
超市便利店,便利店,,济南,NaN,539,6,NaN,1133,0
美食,快餐,西式快餐,长沙,6,1138,13,2,1134,2
美食,快餐,西式快餐,苏州,11,1147,12,3,1135,2
超市便利店,超市,,佛山,NaN,82,12,NaN,1136,0
超市便利店,超市,,湛江,NaN,700,17,NaN,1137,0
美食,小吃,面点,南京,2,1126,8,3,1138,0
美食,快餐,西式快餐,佛山,6,88,12,2,1139,2
美食,汤/粥/煲/砂锅/炖菜,砂锅/煲类/炖菜,上海,2,1032,15,3,1140,0
美食,小吃,米粉/米线,济南,2,111,4,3,1141,0
美食,中餐,其它地方菜,石家庄,2,703,19,3,1142,0
美食,休闲茶饮,奶茶,温州,3,693,4,4,1143,0
超市便利店,超市,,上海,NaN,301,18,NaN,1144,1
美食,烘焙糕点,面包,上海,1,247,10,3,1145,0
超市便利店,超市,,武汉,0,581,16,4,1146,1
美食,休闲食品,生鲜水果,南京,3,680,9,1,1147,0
超市便利店,超市,,厦门,NaN,770,7,NaN,1148,0
美食,快餐,西式快餐,南昌,1,886,6,2,1149,0
超市便利店,超市,,上海,0,1003,19,4,1150,1
美食,快餐,西式快餐,深圳,8,734,9,2,1151,2
美食,烘焙糕点,面包,上海,4,1116,10,3,1152,0
美食,快餐,西式快餐,上海,6,1065,8,3,1153,2
美食,快餐,中式快餐,常州,1,390,6,2,1154,0
美食,休闲食品,生鲜水果,温州,1,442,15,3,1155,0
超市便利店,超市,,锦州,NaN,887,18,NaN,1156,1
美食,小吃,其它小吃,北京,1,1043,5,2,1157,0
超市便利店,超市,,杭州,NaN,589,10,NaN,1158,0
美食,中餐,东北菜,杭州,2,521,15,2,1159,0
超市便利店,便利店,,上海,NaN,854,6,NaN,1160,1
美食,快餐,西式快餐,泉州,3,147,12,2,1161,2
美食,烘焙糕点,蛋糕,上海,1,519,10,3,1162,0
美食,小吃,面点,上海,1,1032,16,3,1163,0
美食,休闲茶饮,饮品/甜点,大连,4,16,6,4,1164,2
美食,快餐,西式快餐,广州,7,568,11,2,1165,2
美食,快餐,西式快餐,苏州,6,470,12,3,1166,2
超市便利店,超市,,南平,NaN,468,18,NaN,1167,1
超市便利店,超市,,蚌埠,NaN,371,18,NaN,1168,1
美食,休闲食品,生鲜水果,温州,3,211,16,1,1169,0
超市便利店,超市,,宁波,NaN,656,16,NaN,1170,0
美食,快餐,西式快餐,淮安,5,959,14,2,1171,2
美食,其他美食,西餐,温州,3,585,20,1,1172,2
美食,快餐,西式快餐,杭州,3,895,15,3,1173,1
超市便利店,便利店,,武汉,NaN,557,3,NaN,1174,0
美食,小吃,其它小吃,西安,3,487,6,3,1175,0
超市便利店,超市,,绍兴,0,214,17,2,1176,1
美食,休闲食品,生鲜水果,杭州,3,978,11,3,1177,0
美食,快餐,中式快餐,福州,2,122,5,1,1178,0
美食,小吃,米粉/米线,南昌,1,964,3,3,1179,0
美食,烘焙糕点,面包,杭州,3,1093,9,3,1180,1
美食,快餐,西式快餐,绍兴,12,615,15,3,1181,2
美食,休闲茶饮,奶茶,深圳,2,531,8,3,1182,0
超市便利店,超市,,上海,NaN,1098,15,NaN,1183,0
美食,休闲茶饮,奶茶,武汉,4,606,5,3,1184,0
美食,快餐,中式快餐,武汉,0,209,1,1,1185,0
超市便利店,超市,,成都,NaN,597,5,NaN,1186,0
美食,快餐,西式快餐,镇江,5,372,13,3,1187,2
美食,休闲茶饮,奶茶,武汉,2,737,1,3,1188,0
美食,中餐,其它地方菜,郑州,0,1151,1,3,1189,0
美食,快餐,西式快餐,苏州,18,314,13,3,1190,2
超市便利店,超市,,合肥,NaN,254,15,NaN,1191,0
美食,火锅,其它火锅,北京,3,430,18,3,1192,2
美食,休闲茶饮,奶茶,上海,1,642,7,4,1193,0
超市便利店,超市,,苏州,NaN,496,14,NaN,1194,0
美食,快餐,西式快餐,温州,6,1006,14,2,1195,2
超市便利店,超市,,抚顺,0,548,16,4,1196,1
美食,快餐,西式快餐,北京,10,1096,10,3,1197,2
美食,休闲食品,生鲜水果,上海,2,643,15,3,1198,2
超市便利店,便利店,,北京,NaN,880,8,NaN,1199,1
超市便利店,便利店,,温州,0,704,5,4,1200,1
美食,休闲食品,生鲜水果,宁波,4,436,7,3,1201,0
美食,快餐,西式快餐,江门,3,1016,6,2,1202,2
美食,休闲茶饮,奶茶,上海,4,153,5,3,1203,2
超市便利店,超市,,上海,0,153,16,3,1204,1
美食,休闲食品,生鲜水果,绍兴,2,634,4,4,1205,0
超市便利店,超市,,北京,NaN,186,15,NaN,1206,0
美食,快餐,西式快餐,天津,5,1004,12,3,1207,2
美食,快餐,西式快餐,福州,3,226,15,3,1208,1
美食,中餐,粤菜,上海,1,153,19,1,1209,0
美食,快餐,西式快餐,南宁,4,804,15,2,1210,2
美食,快餐,西式快餐,南京,9,399,8,3,1211,2
超市便利店,超市,,无锡,NaN,200,17,NaN,1212,0
美食,烘焙糕点,面包,北京,6,86,11,3,1213,2
美食,中餐,上海本帮菜,上海,0,255,7,1,1214,0
超市便利店,便利店,,青岛,NaN,1001,4,NaN,1215,1
美食,快餐,中式快餐,武汉,1,653,8,1,1216,0
美食,快餐,西式快餐,西安,10,171,15,2,1217,2
超市便利店,便利店,,北京,0,836,5,4,1218,1
美食,快餐,西式快餐,西安,4,1020,8,3,1219,2
超市便利店,便利店,,武汉,NaN,209,2,NaN,1220,0
美食,休闲茶饮,奶茶,合肥,7,814,5,4,1221,0
美食,快餐,中式快餐,成都,2,274,9,1,1222,0
美食,其他美食,日韩料理,上海,1,1127,6,3,1223,0
美食,快餐,西式快餐,无锡,5,805,14,2,1224,2
美食,快餐,中式快餐,深圳,1,195,5,1,1225,0
超市便利店,超市,,杭州,0,361,17,3,1226,1
超市便利店,超市,,温州,0,442,11,3,1227,0
超市便利店,超市,,南京,0,221,14,4,1228,1
超市便利店,超市,,广州,1,132,6,2,1229,0
美食,小吃,米粉/米线,南京,1,1155,2,4,1230,0
超市便利店,超市,,乐山,NaN,890,19,NaN,1231,1
超市便利店,超市,,深圳,NaN,1069,6,NaN,1232,0
美食,快餐,西式快餐,长沙,3,618,9,3,1233,2
美食,快餐,西式快餐,郑州,4,549,6,3,1234,2
美食,快餐,中式快餐,南京,1,172,8,2,1235,0
超市便利店,超市,,宁波,0,230,14,0,1236,0
美食,快餐,西式快餐,北京,5,1099,11,3,1237,2
超市便利店,便利店,,温州,0,585,2,4,1238,1
超市便利店,便利店,,温州,0,840,6,4,1239,1
美食,快餐,中式快餐,武汉,0,85,1,2,1240,0
美食,休闲茶饮,奶茶,上海,2,1054,6,4,1241,0
美食,快餐,中式快餐,绍兴,2,214,6,2,1242,2
美食,休闲茶饮,奶茶,西安,1,1156,1,3,1243,0
美食,快餐,西式快餐,武汉,14,825,12,3,1244,2
超市便利店,便利店,,上海,0,168,4,0,1245,1
美食,快餐,其它快餐,杭州,2,1093,14,2,1246,0
美食,快餐,中式快餐,苏州,3,902,7,3,1247,0
超市便利店,超市,,成都,NaN,573,6,NaN,1248,0
美食,快餐,中式快餐,杭州,4,520,12,3,1249,2
超市便利店,便利店,,广州,0,533,2,2,1250,1
美食,休闲食品,生鲜水果,杭州,3,124,7,3,1251,0
美食,小吃,其它小吃,南京,4,680,16,3,1252,2
超市便利店,超市,,无锡,NaN,289,17,NaN,1253,0
超市便利店,超市,,宜昌,0,483,18,4,1254,0
美食,快餐,西式快餐,黄山,5,25,16,2,1255,2
超市便利店,超市,,北京,NaN,1117,14,NaN,1256,0
超市便利店,超市,,厦门,NaN,59,18,NaN,1257,1
美食,休闲茶饮,饮品/甜点,杭州,3,485,2,4,1258,1
美食,快餐,中式快餐,宜昌,3,1084,10,2,1259,0
美食,休闲食品,生鲜水果,武汉,1,1072,6,2,1260,0
美食,快餐,其它快餐,北京,2,42,15,2,1261,0
美食,烘焙糕点,面包,南京,3,680,12,3,1262,2
超市便利店,超市,,淮安,0,1071,17,2,1263,1
超市便利店,超市,,宝鸡,NaN,987,18,NaN,1264,1
美食,休闲茶饮,奶茶,南昌,1,848,1,2,1265,0
超市便利店,便利店,,北京,0,42,5,0,1266,0
超市便利店,超市,,常州,NaN,480,18,NaN,1267,0
超市便利店,超市,,南京,0,575,8,4,1268,1
超市便利店,便利店,,厦门,0,1107,1,2,1269,1
美食,休闲茶饮,冰激凌,北京,2,113,11,3,1270,2
超市便利店,超市,,杭州,0,523,17,4,1271,1
美食,小吃,其它小吃,成都,1,474,1,3,1272,0
美食,快餐,西式快餐,南京,8,499,11,3,1273,2
美食,休闲茶饮,饮品/甜点,广州,0,853,1,3,1274,0
美食,快餐,西式快餐,徐州,8,348,14,1,1275,2
美食,快餐,中式快餐,深圳,2,813,6,1,1276,0
美食,快餐,西式快餐,青岛,5,603,14,3,1277,2
美食,休闲茶饮,饮品/甜点,镇江,1,62,5,3,1278,0
超市便利店,便利店,,青岛,0,154,3,3,1279,1
美食,火锅,麻辣烫/串串香,宁波,1,207,8,3,1280,0
美食,快餐,西式快餐,无锡,5,460,11,3,1281,2
美食,快餐,中式快餐,武汉,2,1007,7,2,1282,2
超市便利店,超市,,南通,0,18,19,4,1283,1
美食,快餐,西式快餐,合肥,4,720,12,3,1284,2
美食,快餐,中式快餐,杭州,1,849,10,0,1285,0
美食,小吃,其它小吃,北京,2,256,18,4,1286,0
美食,休闲食品,零食,武汉,2,608,5,3,1287,0
美食,休闲茶饮,奶茶,杭州,2,1094,4,3,1288,2
美食,中餐,台湾菜,上海,1,554,20,1,1289,0
美食,休闲茶饮,饮品/甜点,郑州,2,962,6,4,1290,1
美食,中餐,川菜,广州,6,552,20,2,1291,2
美食,快餐,西式快餐,广州,10,711,7,3,1292,2
美食,烘焙糕点,蛋糕,杭州,4,264,9,3,1293,2
美食,快餐,西式快餐,深圳,2,194,6,2,1294,2
美食,烘焙糕点,蛋糕,重庆,2,272,16,3,1295,0
超市便利店,超市,,上海,0,921,19,4,1296,1
美食,快餐,西式快餐,北京,8,19,10,3,1297,2
美食,休闲茶饮,奶茶,苏州,2,868,8,4,1298,0
美食,快餐,西式快餐,无锡,9,68,13,3,1299,2
美食,小吃,其它小吃,杭州,2,485,3,3,1300,0
美食,休闲茶饮,饮品/甜点,潍坊,4,560,9,4,1301,2
超市便利店,超市,,北京,NaN,980,19,NaN,1302,1
超市便利店,便利店,,上海,0,709,5,0,1303,1
超市便利店,超市,,武汉,NaN,892,18,NaN,1304,1
美食,小吃,其它小吃,金华,0,201,1,2,1305,0
超市便利店,超市,,北京,NaN,94,19,NaN,1306,1
美食,休闲食品,零食,温州,1,936,6,4,1307,0
美食,快餐,中式快餐,杭州,11,146,6,2,1308,0
美食,烘焙糕点,蛋糕,上海,5,554,9,2,1309,1
超市便利店,超市,,深圳,0,79,16,4,1310,1
美食,其他美食,西餐,广州,5,488,20,2,1311,2
美食,快餐,西式快餐,莆田,5,190,10,3,1312,2
美食,快餐,西式快餐,汉中,6,744,15,3,1313,2
美食,快餐,西式快餐,深圳,5,407,9,3,1314,2
美食,快餐,西式快餐,北京,13,396,11,3,1315,2
美食,其他美食,日韩料理,上海,2,1061,18,2,1316,0
美食,烘焙糕点,面包,上海,1,1110,10,3,1317,1
美食,休闲茶饮,饮品/甜点,杭州,3,1093,4,3,1318,1
美食,快餐,中式快餐,深圳,3,237,8,3,1319,2
美食,中餐,其它地方菜,上海,1,1127,15,0,1320,0
美食,休闲食品,生鲜水果,上海,1,1114,18,4,1321,0
美食,火锅,川味/重庆火锅,杭州,8,1093,20,4,1322,2
美食,休闲茶饮,饮品/甜点,成都,0,563,1,3,1323,0
美食,快餐,西式快餐,南京,9,73,10,3,1324,2
美食,烘焙糕点,蛋糕,武汉,4,317,11,3,1325,1
超市便利店,超市,,金华,0,1158,18,4,1326,0
超市便利店,超市,,杭州,0,974,17,3,1327,1
美食,中餐,其它地方菜,北京,2,249,19,2,1328,0
超市便利店,便利店,,南京,0,172,5,4,1329,1
美食,快餐,西式快餐,东莞,2,1048,9,2,1330,2
美食,其他美食,日韩料理,上海,1,153,11,3,1331,0
美食,快餐,西式快餐,杭州,14,1093,15,3,1332,2
美食,休闲食品,其它休闲食品,广州,1,973,1,3,1333,0
超市便利店,便利店,,杭州,NaN,760,4,NaN,1334,1
美食,快餐,西式快餐,苏州,5,389,9,3,1335,2
超市便利店,便利店,,金华,NaN,492,12,NaN,1336,0
美食,其他美食,日韩料理,南京,2,673,19,3,1337,0
美食,快餐,中式快餐,上海,2,924,7,2,1338,2
美食,快餐,西式快餐,无锡,9,751,12,3,1339,2
美食,中餐,其它地方菜,北京,4,574,18,3,1340,0
美食,快餐,中式快餐,广州,3,228,4,3,1341,0
美食,烘焙糕点,面包,宁波,2,436,13,2,1342,0
美食,烘焙糕点,蛋糕,杭州,3,1094,8,3,1343,1
超市便利店,超市,,北京,0,535,16,4,1344,0
美食,小吃,其它小吃,杭州,2,146,4,4,1345,0
超市便利店,超市,,杭州,NaN,287,19,NaN,1346,1
美食,快餐,西式快餐,深圳,11,195,10,2,1347,2
美食,快餐,西式快餐,上海,4,501,10,3,1348,2
美食,烘焙糕点,蛋糕,杭州,3,668,14,3,1349,2
美食,快餐,西式快餐,杭州,20,1093,12,3,1350,2
美食,休闲茶饮,奶茶,宁波,2,436,6,3,1351,0
美食,快餐,西式快餐,深圳,7,368,12,3,1352,2
美食,快餐,中式快餐,深圳,3,862,4,0,1353,0
美食,快餐,中式快餐,杭州,8,225,8,3,1354,0
美食,快餐,西式快餐,南京,18,215,10,3,1355,2
美食,快餐,西式快餐,嘉兴,10,569,13,2,1356,2
超市便利店,超市,,重庆,NaN,561,18,NaN,1357,1
超市便利店,超市,,上海,NaN,1085,19,NaN,1358,1
美食,快餐,西式快餐,青岛,6,1015,13,3,1359,2
超市便利店,便利店,,无锡,0,188,3,0,1360,1
超市便利店,便利店,,上海,0,662,4,4,1361,1
美食,快餐,西式快餐,长治,6,224,15,3,1362,2
美食,烘焙糕点,蛋糕,杭州,3,974,15,3,1363,2
美食,中餐,粤菜,杭州,1,941,20,2,1364,2
美食,快餐,西式快餐,南京,18,399,10,3,1365,2
美食,其他美食,其他餐饮美食,上海,1,1127,16,2,1366,0
美食,快餐,西式快餐,杭州,2,629,13,3,1367,1
超市便利店,便利店,,广州,0,935,2,1,1368,0
美食,休闲食品,生鲜水果,杭州,2,631,15,3,1369,2
美食,休闲茶饮,奶茶,济南,2,318,1,4,1370,0
美食,快餐,中式快餐,北京,3,916,17,4,1371,1
美食,快餐,中式快餐,深圳,9,847,2,0,1372,0
超市便利店,超市,,深圳,0,657,20,4,1373,1
美食,快餐,西式快餐,天津,2,684,6,3,1374,0
美食,烘焙糕点,面包,武汉,1,979,3,3,1375,0
美食,中餐,川菜,武汉,3,1024,10,2,1376,2
美食,快餐,西式快餐,烟台,13,556,14,3,1377,2
美食,烘焙糕点,面包,广州,2,57,10,3,1378,0
超市便利店,便利店,,上海,0,255,1,4,1379,1
美食,休闲茶饮,奶茶,青岛,2,291,4,4,1380,1
超市便利店,便利店,,青岛,0,344,2,3,1381,1
超市便利店,便利店,,青岛,0,852,4,4,1382,1
美食,小吃,其它小吃,杭州,1,485,1,3,1383,0
美食,快餐,其它快餐,武汉,0,602,14,2,1384,0
超市便利店,超市,,上海,NaN,1033,7,NaN,1385,0
美食,烘焙糕点,面包,宁波,1,798,13,3,1386,0
美食,烘焙糕点,蛋糕,上海,4,626,9,3,1387,0
美食,快餐,西式快餐,肇庆,6,246,14,3,1388,2
美食,快餐,西式快餐,大连,8,970,13,4,1389,2
美食,快餐,中式快餐,天津,1,690,8,2,1390,0
美食,快餐,中式快餐,武汉,0,85,1,1,1391,0
美食,其他美食,其他餐饮美食,杭州,3,1091,3,0,1392,0
美食,快餐,西式快餐,衢州,7,893,15,3,1393,2
超市便利店,超市,,上海,NaN,1127,8,NaN,1394,0
美食,快餐,西式快餐,苏州,7,961,12,3,1395,2
超市便利店,超市,,深圳,0,216,17,4,1396,1
超市便利店,超市,,惠州,NaN,355,19,NaN,1397,1
美食,休闲茶饮,饮品/甜点,上海,2,643,17,3,1398,2
美食,烘焙糕点,面包,北京,4,580,10,3,1399,1
美食,小吃,其它小吃,宁波,0,764,1,3,1400,0
美食,快餐,西式快餐,广州,3,155,15,3,1401,2
美食,小吃,其它小吃,杭州,1,286,5,3,1402,0
超市便利店,超市,,深圳,0,966,12,1,1403,1
美食,火锅,麻辣烫/串串香,上海,2,924,7,2,1404,0
美食,休闲食品,生鲜水果,南京,1,399,11,2,1405,0
超市便利店,便利店,,青岛,0,120,7,4,1406,1
美食,小吃,其它小吃,杭州,1,884,2,2,1407,0
美食,快餐,中式快餐,合肥,1,814,7,0,1408,0
美食,快餐,中式快餐,上海,2,943,7,2,1409,2
美食,快餐,西式快餐,金华,11,1158,14,3,1410,2
